,X0,X1,X2,X3,X4,X5,X6,X7,X8,y
0,-2.32201838904922,-0.34771081584242053,-0.6138533012553824,-0.2833258626597544,-1.8257828178157118,-0.8328171482598064,-1.0718612031055617,0.41231431203213775,-1.0347793446688756,-1.3447510179161974
1,0.6943773478749771,-0.2443566530452177,-1.1350033417931866,0.3431343777143073,-0.5791990484929943,0.23284776258787743,-0.07081697120486062,-0.25453386332957845,1.1434588692621168,1.4452586252010917
2,-1.345887742038052,-0.7270127322072368,1.6455046949301064,-0.6759702299921614,0.35826948357375704,2.949318003180874,-0.23407281253561266,1.6607943904261442,-1.093550483582073,-5.3972116900061256
3,1.0429216502393293,-0.6233708470344894,-0.8092877970130142,-0.40695717000980375,-0.08417046317846213,-0.6692370724358712,2.0177040796728387,-0.696252547848195,0.3343086583520547,3.598597377288932
4,0.5887040621603072,-0.8345730769059828,-1.5974667920073948,1.919520295534405,0.17243672150499506,2.4130275356426645,-0.04597328886525998,0.18400066781844843,0.26943477140717026,-0.12873129339204925
5,-0.9467371968236443,1.033078920659566,-0.04000414624226901,-1.219701375619967,-0.943869776338909,-0.6063873464638402,-0.40440001906077044,1.207853703647936,-0.1524210180461027,3.0843960232254033
6,1.1570987236391292,0.059117583499480916,-0.07686753540773877,-0.38283949864813915,0.7067045643195439,1.1893004099978752,1.0134287726577589,1.6796001650132975,0.9474641254919274,2.165097421374226
7,-0.30742204007215024,-0.727111942063089,0.6860127425473351,0.27749358882249203,-1.75212410507559,1.0874560999775698,1.5842396728842798,0.48513753595350767,-0.12139081578372814,-3.4914424520181084
8,0.48856464234314545,-0.40046636805494584,0.6398280035164401,0.043293614214023966,0.6789346880012469,0.028125495185306982,-1.5980400261739687,0.3936411785078575,-0.10446199486254491,-0.6473820143568321
9,-0.3889032852575752,1.2243628098323205,2.1474247778722426,1.540280528882558,-0.09354297250540719,0.9795117886672464,-0.09694590142684632,-0.3429127295235689,-1.335049185877122,-4.463934708359086
